12;190;60;68
13;190;60;68
14;170;50;71
15;160;40;72
16;160;30;78
17;160;30;79
18;170;30;81
19;190;40;78
20;210;40;78
21;210;30;80
22;220;50;79
23;230;50;90
24;230;50;93
1;230;40;94
2;240;30;95
3;230;30;97
4;240;30;96
5;240;30;97
6;240;30;97
7;210;20;96
8;210;20;98
9;220;30;96
10;200;30;98
11;200;40;98
12;200;50;98
13;200;50;92
14;210;40;91
15;200;50;91
16;190;50;88
17;190;50;82
18;190;60;82
19;200;60;83
20;200;60;82
21;200;60;81
22;200;60;82
23;190;60;90
24;190;70;89
1;200;60;90
2;200;60;94
3;210;60;95
4;220;60;95
5;220;50;96
6;230;60;96
7;240;60;96
8;230;50;95
9;230;50;95
10;240;40;94
11;240;40;94
12;240;40;93
13;240;30;91
14;230;30;92
15;250;30;92
16;240;30;93
17;240;20;91
18;230;30;93
19;230;20;94
20;210;20;96
21;210;20;98
22;200;20;97
23;200;30;97
24;150;20;98
1;160;30;98
2;160;30;98
3;160;40;98
4;180;40;98
5;190;60;96
6;190;60;96
7;200;50;93
8;200;50;95
9;200;60;94
10;200;60;92
11;200;70;90
12;210;70;88
13;200;70;85
14;210;60;85
15;210;60;93
16;210;40;95
17;200;50;95
18;200;40;92
19;200;50;94
20;190;40;91
21;190;50;91
22;200;50;91
23;200;50;90
24;260;60;81
1;220;40;87
2;230;40;87
3;230;40;86
4;230;40;88
5;220;30;91
6;240;30;92
7;230;30;90
8;260;30;93
9;300;30;91
10;320;40;88
11;330;40;83
12;320;50;82
13;340;40;72
14;320;40;73
15;330;40;71
16;320;30;75
17;300;20;78
18;280;20;82
19;270;20;89
20;230;20;93
21;230;20;93
22;240;20;93
23;230;30;93
24;210;20;97
1;210;30;92
2;220;30;86
3;220;30;87
4;210;30;88
5;200;40;82
6;190;30;82
7;200;40;82
8;190;50;80
9;200;50;79
10;190;50;79
11;200;50;77
12;200;60;74
13;200;50;75
14;200;60;71
15;190;60;74
16;200;50;75
17;190;60;74
18;200;60;74
19;200;70;74
20;200;60;75
21;210;70;74
22;200;70;74
23;200;70;74
24;200;60;77
1;200;60;78
2;200;60;78
3;200;50;78
4;200;60;78
5;200;60;78
6;190;50;79
7;200;50;79
8;200;60;79
9;200;70;78
10;200;60;90
11;210;70;92
12;210;60;95
13;220;70;91
14;220;70;88
15;240;70;85
16;240;60;80
17;250;50;80
18;250;50;75
19;280;40;80
20;250;30;81
21;240;20;85
22;200;20;90
23;220;30;91
24;210;30;93
1;210;40;93
2;220;40;93
3;220;40;93
4;210;40;92
5;220;40;92
6;200;40;93
7;200;30;93
8;200;40;92
9;200;40;91
10;190;40;88
11;200;50;83
12;170;50;79
13;180;60;78
14;180;60;78
15;170;50;78
16;160;40;77
17;180;60;79
18;170;60;83
19;170;60;83
20;180;70;85
21;180;70;85
22;180;80;82
23;180;80;81
24;190;80;79
1;190;80;86
2;190;80;87
3;190;70;89
4;190;70;90
5;210;70;90
6;200;70;90
7;220;60;93
8;220;60;93
9;210;60;87
10;200;60;86
11;200;60;90
12;190;70;90
13;190;60;84
14;190;60;84
15;190;70;82
16;190;80;77
17;190;80;76
18;190;80;78
19;190;70;77
20;210;90;75
21;200;100;74
22;200;100;79
23;200;90;87
24;210;80;81
1;200;90;79
2;190;70;78
3;200;70;75
4;190;80;70
5;190;70;67
6;190;70;67
7;190;70;68
8;190;70;68
9;190;70;66
10;190;70;66
11;190;80;66
12;190;70;68
13;210;60;78
14;210;70;79
15;210;60;86
16;280;50;89
17;240;30;90
18;220;30;89
19;220;40;88
20;220;50;88
21;220;50;89
22;230;40;89
23;230;40;88
24;220;40;89
1;210;40;90
2;200;30;92
3;210;40;92
4;200;30;93
5;200;30;94
6;170;20;96
7;180;30;96
8;170;30;95
9;150;30;94
10;160;30;90
11;150;30;86
12;160;40;84
13;170;40;79
14;170;40;78
15;160;50;77
16;150;40;79
17;150;40;80
18;150;50;78
19;150;60;76
20;150;60;77
21;150;60;79
22;150;60;80
23;160;50;81
24;150;40;80
1;160;40;77
2;160;50;76
3;160;50;77
4;160;40;77
5;160;40;79
6;160;40;79
7;170;40;77
8;170;40;77
9;170;30;79
10;190;30;78
11;190;40;86
12;200;40;92
13;200;40;88
14;220;40;86
15;230;50;84
16;210;50;80
17;210;60;74
18;240;70;74
19;250;70;73
20;250;60;74
21;250;50;72
22;230;40;75
23;230;40;76
24;220;50;77
1;220;40;82
2;220;40;86
3;220;40;85
4;220;40;84
5;220;40;85
6;210;40;87
7;210;40;89
8;220;40;91
9;220;30;90
10;240;30;84
11;250;40;78
12;290;30;76
13;270;40;66
14;280;40;77
15;310;50;79
16;310;30;86
17;270;20;88
18;270;20;88
19;270;20;88
20;280;20;87
21;290;20;86
22;280;20;87
23;290;20;86
24;280;30;92
1;270;20;97
2;280;20;96
3;300;20;88
4;310;20;86
5;310;20;91
6;330;20;90
7;310;20;95
8;320;20;93
9;320;30;89
10;330;20;83
11;350;20;79
12;350;30;69
13;360;40;67
14;360;40;66
15;360;40;65
16;350;30;75
17;330;20;87
18;330;20;93
19;330;20;93
20;320;20;96
21;310;20;96
22;310;20;98
23;300;10;98
24;300;10;98
1;290;10;98
2;300;10;98
3;270;0;97
4;0;10;96
5;190;10;98
6;190;10;98
7;200;10;98
8;230;10;98
9;230;10;98
10;160;10;96
11;240;10;95
12;210;10;84
13;220;20;80
14;210;20;85
15;210;20;83
16;220;20;84
17;220;20;89
18;210;20;90
19;180;20;94
20;190;20;97
21;190;10;98
22;170;20;98
23;180;10;99
24;190;10;98
1;170;20;99
2;170;10;99
3;210;20;98
4;190;20;99
5;180;20;98
6;160;10;96
7;180;20;95
8;180;20;98
9;190;20;98
10;180;20;98
11;180;20;98
12;210;20;98
13;200;20;98
14;210;20;98
15;190;20;98
16;220;20;98
17;240;20;99
18;190;30;99
19;200;30;99
20;220;20;99
21;210;20;98
22;220;20;99
23;210;20;99
24;210;20;99
1;200;20;99
2;200;20;99
3;200;20;99
4;200;20;98
5;200;20;99
6;210;20;98
7;220;20;98
8;210;20;98
9;230;10;98
10;230;20;98
11;230;20;98
12;230;20;97
13;270;20;98
14;290;10;98
15;0;10;96
16;240;10;98
17;230;10;97
18;240;20;98
19;260;10;98
20;250;10;98
21;0;10;98
22;0;0;98
23;240;10;98
24;290;10;98
1;160;0;98
2;990;10;99
3;90;10;99
4;130;10;99
5;130;10;98
6;150;20;98
7;140;20;98
8;130;20;97
9;140;20;95
10;140;20;96
11;140;20;92
12;150;20;83
13;160;10;80
14;140;20;85
15;90;20;83
16;90;10;93
17;100;10;97
18;110;20;97
19;120;20;96
20;100;20;95
21;80;20;98
22;80;10;98
23;40;10;97
24;50;10;97
1;50;10;96
2;150;10;98
3;220;10;95
4;200;20;94
5;200;10;95
6;160;20;97
7;210;10;96
8;250;20;96
9;220;20;92
10;160;20;92
11;180;30;90
12;220;20;87
13;180;20;87
14;180;30;90
15;190;30;91
16;190;30;91
17;200;30;91
18;200;30;93
19;190;30;94
20;200;30;94
21;180;30;95
22;170;30;95
23;180;30;94
24;180;30;95
1;190;30;94
2;180;40;94
3;190;30;94
4;190;30;94
5;180;30;94
6;160;20;96
7;170;30;95
8;170;30;95
9;180;30;94
10;170;30;88
11;170;30;87
12;160;40;86
13;170;30;87
14;160;30;90
15;160;30;88
16;160;30;90
17;160;20;90
18;160;30;91
19;150;30;92
20;130;20;94
21;130;20;94
22;130;30;95
23;140;30;97
24;140;30;98
1;140;40;99
2;130;30;99
3;140;30;99
4;150;40;99
5;150;40;99
6;150;30;98
7;150;40;98
8;170;40;97
9;160;40;95
10;170;30;93
11;170;30;86
12;190;40;82
13;190;40;80
14;170;40;80
15;180;40;80
16;160;30;84
17;190;40;80
18;180;40;83
19;200;40;82
20;190;40;84
21;190;50;83
22;180;50;87
23;190;50;85
24;180;60;89
1;190;60;90
2;180;50;93
3;200;50;95
4;200;60;93
5;210;50;92
6;200;50;94
7;200;50;93
8;200;50;93
9;200;40;90
10;200;40;89
11;200;40;90
12;210;40;87
13;210;50;83
14;200;50;83
15;200;40;81
16;190;40;84
17;170;30;85
18;170;30;87
19;160;40;90
20;150;40;89
21;160;40;93
22;160;50;92
23;200;60;92
24;240;70;85
1;220;50;89
2;220;60;85
3;210;60;83
4;220;60;91
5;200;40;94
6;190;40;91
7;230;50;88
8;250;60;87
9;240;60;90
10;250;60;84
11;260;80;76
12;260;70;74
13;260;80;71
14;260;70;68
15;260;70;65
16;240;70;69
17;250;60;72
18;240;50;77
19;230;50;75
20;220;50;80
21;230;60;80
22;230;60;87
23;230;50;88
24;240;40;86
1;240;40;83
2;260;40;80
3;260;50;78
4;250;50;78
5;240;50;79
6;240;50;78
7;240;50;77
8;250;50;83
9;260;60;77
10;270;50;74
11;280;50;71
12;280;60;69
13;280;60;68
14;270;60;69
15;280;50;67
16;260;50;70
17;250;40;75
18;230;30;79
19;220;40;78
20;220;40;80
21;210;40;82
22;220;50;86
23;230;60;85
24;230;60;84
1;230;70;84
2;230;60;87
3;230;70;87
4;230;60;86
5;230;60;85
6;220;60;82
7;220;50;82
8;210;50;82
9;200;50;83
10;210;50;82
11;210;50;78
12;200;60;78
13;200;60;81
14;180;50;83
15;180;40;89
16;200;50;93
17;200;50;91
18;200;60;96
19;210;60;96
20;230;60;96
21;230;60;95
22;240;60;92
23;250;70;91
24;250;70;88
1;250;70;86
2;250;70;86
3;250;60;87
4;250;50;87
5;250;50;88
6;230;40;92
7;230;50;90
8;230;50;90
9;230;60;88
10;230;70;85
11;230;70;86
12;230;70;87
13;230;70;86
14;220;70;88
15;220;70;90
16;220;70;88
17;210;70;86
18;210;60;87
19;210;60;85
20;210;60;84
21;210;70;83
22;220;70;84
23;210;80;82
24;210;80;85
1;210;70;91
2;210;60;88
3;210;60;90
4;220;60;91
5;220;60;89
6;230;60;92
7;240;60;88
8;250;70;88
9;240;60;91
10;230;60;89
11;230;60;87
12;240;60;83
13;250;80;72
14;250;80;67
15;250;80;62
16;250;70;66
17;250;60;68
18;240;60;74
19;240;50;79
20;250;60;70
21;250;60;64
22;250;70;62
23;250;70;66
24;250;70;69
1;250;60;71
2;240;60;73
3;240;50;76
4;230;40;80
5;240;40;82
6;210;40;84
7;200;40;88
8;150;30;94
9;150;20;96
10;160;30;96
11;140;30;96
12;130;30;96
13;210;30;98
14;260;40;87
15;250;70;85
16;250;70;80
17;260;60;76
18;250;60;79
19;240;60;84
20;230;50;86
21;230;50;87
22;230;50;86
23;230;50;87
24;240;50;87
1;240;50;87
2;240;60;88
3;240;60;87
4;240;60;83
5;250;60;79
6;240;50;81
7;250;50;78
8;250;60;79
9;250;60;79
10;260;60;74
11;260;60;70
